,from,to
1582,guimartorell,MaryMelgarejoP
1583,guimartorell,miyashiromarco
1584,guimartorell,fedepariona
1585,guimartorell,YeseniaPonceV
1586,guimartorell,osiasrg
1587,guimartorell,RoloReategui
1588,guimartorell,EstherSVoficial
1589,guimartorell,dsalaverryv
1590,guimartorell,msalazarcongres
1591,guimartorell,_OctavioSalazar
1592,guimartorell,LuzSalgado_R
1593,guimartorell,FSarmiento3
1594,guimartorell,KarlaSchaefer
1595,guimartorell,milytakayama
1596,guimartorell,stapiab
1597,guimartorell,MIKI_Torres_
1598,guimartorell,TubinoCarlos
1599,guimartorell,GliderUshnahua
1600,guimartorell,RoyVenturaA
1601,guimartorell,PanchoVillaFP
1602,guimartorell,Yuyescongreso
1603,guimartorell,YeniVilcatoma2
1604,guimartorell,PatyDonayre
1605,guimartorell,juliorosas1
1606,guimartorell,BustosEstelita
1607,guimartorell,soniechevarria
1608,guimartorell,MherreraMarita
1609,guimartorell,PalomaNoceda
1610,guimartorell,LizbethRoblesU
1611,ElardMelgarV,VictorAlbrecht_
1612,ElardMelgarV,AlcortaLourdes
1613,ElardMelgarV,hectorbecerrilr
1614,ElardMelgarV,chechechacon
1615,ElardMelgarV,luchogalarreta
1616,ElardMelgarV,angelneyra2016
1617,ElardMelgarV,KonDalmiro
1618,ElardMelgarV,fedepariona
1619,ElardMelgarV,RoloReategui
1620,ElardMelgarV,_OctavioSalazar
1621,ElardMelgarV,LuzSalgado_R
1622,ElardMelgarV,FSarmiento3
1623,ElardMelgarV,KarlaSchaefer
1624,ElardMelgarV,stapiab
1625,ElardMelgarV,TubinoCarlos
1626,ElardMelgarV,PanchoVillaFP
1627,ElardMelgarV,Mauriciomulder
1628,ElardMelgarV,yonhy_lescano
1629,MaryMelgarejoP,Wilmer_AguilarM
1630,MaryMelgarejoP,VictorAlbrecht_
1631,MaryMelgarejoP,GladysAndradeSA
1632,MaryMelgarejoP,AleAramayoGaona
1633,MaryMelgarejoP,Arimborgotammy
1634,MaryMelgarejoP,chechechacon
1635,MaryMelgarejoP,NellyCuadrosC
1636,MaryMelgarejoP,JuanCarlosDelAg
1637,MaryMelgarejoP,luchogalarreta
1638,MaryMelgarejoP,JCGonzalesA
1639,MaryMelgarejoP,mariomantilla7
1640,MaryMelgarejoP,guimartorell
1641,MaryMelgarejoP,KonDalmiro
1642,MaryMelgarejoP,franpetrozzi
1643,MaryMelgarejoP,dsalaverryv
1644,MaryMelgarejoP,msalazarcongres
1645,MaryMelgarejoP,LuzSalgado_R
1646,MaryMelgarejoP,FSarmiento3
1647,MaryMelgarejoP,KarlaSchaefer
1648,MaryMelgarejoP,milytakayama
1649,MaryMelgarejoP,stapiab
1650,MaryMelgarejoP,carlitosticlla
1651,MaryMelgarejoP,PanchoVillaFP
1652,MaryMelgarejoP,CFloresV2
1653,MaryMelgarejoP,SalvadorHeresi
1654,MaryMelgarejoP,JuanSheput
1655,MaryMelgarejoP,Mauriciomulder
1656,MaryMelgarejoP,JVelasquezQ
1657,MaryMelgarejoP,CesarVPeru
1658,MaryMelgarejoP,VictorAndresGB
1659,MaryMelgarejoP,MherreraMarita
1660,MaryMelgarejoP,PalomaNoceda
1661,MaryMelgarejoP,Pedro_Olaechea
1662,MaryMelgarejoP,LizbethRoblesU
1663,miyashiromarco,Wilmer_AguilarM
1664,miyashiromarco,VictorAlbrecht_
1665,miyashiromarco,percy_mateo
1666,miyashiromarco,AlcortaLourdes
1667,miyashiromarco,BettyAnanculi
1668,miyashiromarco,GladysAndradeSA
1669,miyashiromarco,AleAramayoGaona
1670,miyashiromarco,Arimborgotammy
1671,miyashiromarco,rosamariabartra
1672,miyashiromarco,hectorbecerrilr
1673,miyashiromarco,KarinaBeteta01
1674,miyashiromarco,CCamposRamirez
1675,miyashiromarco,MiguelCastroGra
1676,miyashiromarco,chechechacon
1677,miyashiromarco,LeylaChihuan
1678,miyashiromarco,NellyCuadrosC
1679,miyashiromarco,JuanCarlosDelAg
1680,miyashiromarco,KalinDominguez
1681,miyashiromarco,MiguelAElias
1682,miyashiromarco,CR_MFigueroaM
1683,miyashiromarco,luchogalarreta
1684,miyashiromarco,JCGonzalesA
1685,miyashiromarco,IsraelLazoJ
1686,miyashiromarco,UrsulaLetonaP
1687,miyashiromarco,mlizana73
1688,miyashiromarco,lucholopezv
1689,miyashiromarco,mariomantilla7
1690,miyashiromarco,guimartorell
1691,miyashiromarco,ElardMelgarV
1692,miyashiromarco,MaryMelgarejoP
1693,miyashiromarco,Monterola11
1694,miyashiromarco,angelneyra2016
1695,miyashiromarco,KonDalmiro
1696,miyashiromarco,fedepariona
1697,miyashiromarco,franpetrozzi
1698,miyashiromarco,YeseniaPonceV
1699,miyashiromarco,osiasrg
1700,miyashiromarco,RoloReategui
1701,miyashiromarco,EstherSVoficial
1702,miyashiromarco,dsalaverryv
1703,miyashiromarco,msalazarcongres
1704,miyashiromarco,_OctavioSalazar
1705,miyashiromarco,LuzSalgado_R
1706,miyashiromarco,FSarmiento3
1707,miyashiromarco,KarlaSchaefer
1708,miyashiromarco,milytakayama
1709,miyashiromarco,stapiab
1710,miyashiromarco,carlitosticlla
1711,miyashiromarco,MIKI_Torres_
1712,miyashiromarco,gtrujillo10
1713,miyashiromarco,TubinoCarlos
1714,miyashiromarco,GliderUshnahua
1715,miyashiromarco,RoyVenturaA
1716,miyashiromarco,PanchoVillaFP
1717,miyashiromarco,Yuyescongreso
1718,miyashiromarco,YeniVilcatoma2
1719,miyashiromarco,MecheAF
1720,miyashiromarco,CFloresV2
1721,miyashiromarco,moisesguiap
1722,miyashiromarco,GuidoLombardiE
1723,miyashiromarco,gilbertvioleta
1724,miyashiromarco,JorgeDCG
1725,miyashiromarco,LUCIANA_LEON_R
1726,miyashiromarco,Mauriciomulder
1727,miyashiromarco,JVelasquezQ
1728,miyashiromarco,CesarVPeru
1729,miyashiromarco,juliorosas1
1730,miyashiromarco,VictorAndresGB
1731,miyashiromarco,eddelaguila
1732,miyashiromarco,lucioavilapuno
1733,miyashiromarco,BustosEstelita
1734,miyashiromarco,CostaGino
1735,miyashiromarco,soniechevarria
1736,miyashiromarco,MherreraMarita
1737,miyashiromarco,PalomaNoceda
1738,miyashiromarco,Pedro_Olaechea
1739,miyashiromarco,LizbethRoblesU
1740,miyashiromarco,RobertoVieiraP
1741,miyashiromarco,HCevallosFlores
1742,Monterola11,VictorAlbrecht_
1743,Monterola11,AlcortaLourdes
1744,Monterola11,BettyAnanculi
1745,Monterola11,GladysAndradeSA
1746,Monterola11,AleAramayoGaona
1747,Monterola11,Arimborgotammy
1748,Monterola11,rosamariabartra
1749,Monterola11,hectorbecerrilr
1750,Monterola11,KarinaBeteta01
1751,Monterola11,MiguelCastroGra
1752,Monterola11,chechechacon
1753,Monterola11,LeylaChihuan
1754,Monterola11,NellyCuadrosC
1755,Monterola11,JuanCarlosDelAg
1756,Monterola11,KalinDominguez
1757,Monterola11,MiguelAElias
1758,Monterola11,luchogalarreta
1759,Monterola11,IsraelLazoJ
1760,Monterola11,UrsulaLetonaP
1761,Monterola11,mlizana73
1762,Monterola11,lucholopezv
1763,Monterola11,mariomantilla7
1764,Monterola11,guimartorell
1765,Monterola11,ElardMelgarV
1766,Monterola11,MaryMelgarejoP
1767,Monterola11,miyashiromarco
1768,Monterola11,angelneyra2016
1769,Monterola11,KonDalmiro
1770,Monterola11,fedepariona
1771,Monterola11,franpetrozzi
1772,Monterola11,YeseniaPonceV
1773,Monterola11,osiasrg
1774,Monterola11,RoloReategui
1775,Monterola11,EstherSVoficial
1776,Monterola11,dsalaverryv
1777,Monterola11,msalazarcongres
1778,Monterola11,_OctavioSalazar
1779,Monterola11,LuzSalgado_R
1780,Monterola11,FSarmiento3
1781,Monterola11,KarlaSchaefer
1782,Monterola11,milytakayama
1783,Monterola11,stapiab
1784,Monterola11,carlitosticlla
1785,Monterola11,MIKI_Torres_
1786,Monterola11,gtrujillo10
1787,Monterola11,TubinoCarlos
1788,Monterola11,GliderUshnahua
1789,Monterola11,RoyVenturaA
1790,Monterola11,PanchoVillaFP
1791,Monterola11,Yuyescongreso
1792,Monterola11,YeniVilcatoma2
1793,Monterola11,MecheAF
1794,Monterola11,Carlos_Bruce
1795,Monterola11,PatyDonayre
1796,Monterola11,moisesguiap
1797,Monterola11,GuidoLombardiE
1798,Monterola11,LUCIANA_LEON_R
1799,Monterola11,Mauriciomulder
1800,Monterola11,JVelasquezQ
1801,Monterola11,MarisolEspinoz_
1802,Monterola11,GloriaMonteneg
1803,Monterola11,juliorosas1
1804,Monterola11,VictorAndresGB
1805,Monterola11,yonhy_lescano
1806,Monterola11,BustosEstelita
1807,Monterola11,soniechevarria
1808,Monterola11,MherreraMarita
1809,Monterola11,PalomaNoceda
1810,Monterola11,Pedro_Olaechea
1811,Monterola11,LizbethRoblesU
1812,Monterola11,RobertoVieiraP
1813,Monterola11,IndiraHuilca
1814,Monterola11,MarisaGlave
1815,Monterola11,ManuelDammert
1816,Monterola11,vozdelatierra
1817,Monterola11,HCevallosFlores
1818,KonDalmiro,Wilmer_AguilarM
1819,KonDalmiro,VictorAlbrecht_
1820,KonDalmiro,AlcortaLourdes
1821,KonDalmiro,BettyAnanculi
1822,KonDalmiro,GladysAndradeSA
1823,KonDalmiro,AleAramayoGaona
1824,KonDalmiro,Arimborgotammy
1825,KonDalmiro,rosamariabartra
1826,KonDalmiro,hectorbecerrilr
1827,KonDalmiro,KarinaBeteta01
1828,KonDalmiro,MiguelCastroGra
1829,KonDalmiro,chechechacon
1830,KonDalmiro,LeylaChihuan
1831,KonDalmiro,NellyCuadrosC
1832,KonDalmiro,JuanCarlosDelAg
1833,KonDalmiro,KalinDominguez
1834,KonDalmiro,MiguelAElias
1835,KonDalmiro,luchogalarreta
1836,KonDalmiro,JCGonzalesA
1837,KonDalmiro,IsraelLazoJ
1838,KonDalmiro,UrsulaLetonaP
1839,KonDalmiro,mlizana73
1840,KonDalmiro,lucholopezv
1841,KonDalmiro,mariomantilla7
1842,KonDalmiro,guimartorell
1843,KonDalmiro,ElardMelgarV
1844,KonDalmiro,MaryMelgarejoP
1845,KonDalmiro,miyashiromarco
1846,KonDalmiro,Monterola11
1847,KonDalmiro,angelneyra2016
1848,KonDalmiro,fedepariona
1849,KonDalmiro,franpetrozzi
1850,KonDalmiro,YeseniaPonceV
1851,KonDalmiro,osiasrg
1852,KonDalmiro,RoloReategui
1853,KonDalmiro,EstherSVoficial
1854,KonDalmiro,dsalaverryv
1855,KonDalmiro,msalazarcongres
1856,KonDalmiro,_OctavioSalazar
1857,KonDalmiro,LuzSalgado_R
1858,KonDalmiro,FSarmiento3
1859,KonDalmiro,KarlaSchaefer
1860,KonDalmiro,milytakayama
1861,KonDalmiro,stapiab
1862,KonDalmiro,carlitosticlla
1863,KonDalmiro,MIKI_Torres_
1864,KonDalmiro,gtrujillo10
1865,KonDalmiro,TubinoCarlos
1866,KonDalmiro,GliderUshnahua
1867,KonDalmiro,RoyVenturaA
1868,KonDalmiro,PanchoVillaFP
1869,KonDalmiro,Yuyescongreso
1870,KonDalmiro,YeniVilcatoma2
1871,KonDalmiro,MecheAF
1872,KonDalmiro,Carlos_Bruce
1873,KonDalmiro,ElTioSergioDav
1874,KonDalmiro,PatyDonayre
1875,KonDalmiro,CFloresV2
1876,KonDalmiro,moisesguiap
1877,KonDalmiro,SalvadorHeresi
1878,KonDalmiro,GuidoLombardiE
1879,KonDalmiro,JMelendezCelis
1880,KonDalmiro,aolivac
1881,KonDalmiro,JanetSanchezAl
1882,KonDalmiro,JuanSheput
1883,KonDalmiro,gilbertvioleta
1884,KonDalmiro,JorgeDCG
1885,KonDalmiro,LUCIANA_LEON_R
1886,KonDalmiro,Mauriciomulder
1887,KonDalmiro,JVelasquezQ
1888,KonDalmiro,RichardAcunaN
1889,KonDalmiro,MarisolEspinoz_
1890,KonDalmiro,CesarVPeru
1891,KonDalmiro,VictorAndresGB
1892,KonDalmiro,yonhy_lescano
1893,KonDalmiro,lucioavilapuno
1894,KonDalmiro,BustosEstelita
1895,KonDalmiro,CostaGino
1896,KonDalmiro,AlbertoBelaunde
1897,KonDalmiro,soniechevarria
1898,KonDalmiro,GalvanClayton
1899,KonDalmiro,MaritzaGarciaJ
1900,KonDalmiro,MherreraMarita
1901,KonDalmiro,PalomaNoceda
1902,KonDalmiro,Pedro_Olaechea
1903,KonDalmiro,josemarvinpalma
1904,KonDalmiro,LizbethRoblesU
1905,KonDalmiro,RobertoVieiraP
1906,KonDalmiro,TaniaPariona
1907,KonDalmiro,aquintanillach_
1908,KonDalmiro,HoracioZeballo
1909,KonDalmiro,oraciopacori
1910,KonDalmiro,IndiraHuilca
1911,KonDalmiro,MarisaGlave
1912,KonDalmiro,ManuelDammert
1913,KonDalmiro,RichardArcePeru
1914,KonDalmiro,vozdelatierra
1915,KonDalmiro,HCevallosFlores
1916,KonDalmiro,mforondafarro
1917,KonDalmiro,HumbertoTYL
1918,fedepariona,AlcortaLourdes
1919,fedepariona,BettyAnanculi
1920,fedepariona,GladysAndradeSA
1921,fedepariona,AleAramayoGaona
1922,fedepariona,Arimborgotammy
1923,fedepariona,rosamariabartra
1924,fedepariona,hectorbecerrilr
1925,fedepariona,KarinaBeteta01
1926,fedepariona,chechechacon
1927,fedepariona,LeylaChihuan
1928,fedepariona,NellyCuadrosC
1929,fedepariona,JuanCarlosDelAg
1930,fedepariona,KalinDominguez
1931,fedepariona,MiguelAElias
1932,fedepariona,luchogalarreta
1933,fedepariona,JCGonzalesA
1934,fedepariona,IsraelLazoJ
1935,fedepariona,UrsulaLetonaP
1936,fedepariona,mlizana73
1937,fedepariona,lucholopezv
1938,fedepariona,mariomantilla7
1939,fedepariona,guimartorell
1940,fedepariona,ElardMelgarV
1941,fedepariona,miyashiromarco
1942,fedepariona,Monterola11
1943,fedepariona,angelneyra2016
1944,fedepariona,KonDalmiro
1945,fedepariona,YeseniaPonceV
1946,fedepariona,osiasrg
1947,fedepariona,RoloReategui
1948,fedepariona,EstherSVoficial
1949,fedepariona,dsalaverryv
1950,fedepariona,msalazarcongres
1951,fedepariona,_OctavioSalazar
1952,fedepariona,LuzSalgado_R
1953,fedepariona,FSarmiento3
1954,fedepariona,KarlaSchaefer
1955,fedepariona,stapiab
1956,fedepariona,MIKI_Torres_
1957,fedepariona,TubinoCarlos
1958,fedepariona,GliderUshnahua
1959,fedepariona,RoyVenturaA
1960,fedepariona,PanchoVillaFP
1961,fedepariona,Yuyescongreso
1962,fedepariona,YeniVilcatoma2
1963,fedepariona,Carlos_Bruce
1964,fedepariona,PatyDonayre
1965,fedepariona,CFloresV2
1966,fedepariona,moisesguiap
1967,fedepariona,SalvadorHeresi
1968,fedepariona,GuidoLombardiE
1969,fedepariona,JuanSheput
1970,fedepariona,gilbertvioleta
1971,fedepariona,JorgeDCG
1972,fedepariona,LUCIANA_LEON_R
1973,fedepariona,Mauriciomulder
1974,fedepariona,JVelasquezQ
1975,fedepariona,RichardAcunaN
1976,fedepariona,MarisolEspinoz_
1977,fedepariona,GloriaMonteneg
1978,fedepariona,CesarVPeru
1979,fedepariona,juliorosas1
1980,fedepariona,VictorAndresGB
1981,fedepariona,yonhy_lescano
1982,fedepariona,BustosEstelita
1983,fedepariona,CostaGino
1984,fedepariona,soniechevarria
1985,fedepariona,MherreraMarita
1986,fedepariona,PalomaNoceda
1987,fedepariona,Pedro_Olaechea
1988,fedepariona,LizbethRoblesU
1989,fedepariona,RobertoVieiraP
1990,fedepariona,MarisaGlave
1991,franpetrozzi,VictorAlbrecht_
1992,franpetrozzi,AlcortaLourdes
1993,franpetrozzi,GladysAndradeSA
1994,franpetrozzi,AleAramayoGaona
1995,franpetrozzi,Arimborgotammy
1996,franpetrozzi,rosamariabartra
1997,franpetrozzi,hectorbecerrilr
1998,franpetrozzi,KarinaBeteta01
1999,franpetrozzi,MiguelCastroGra
2000,franpetrozzi,chechechacon
2001,franpetrozzi,LeylaChihuan
2002,franpetrozzi,NellyCuadrosC
2003,franpetrozzi,JuanCarlosDelAg
2004,franpetrozzi,KalinDominguez
2005,franpetrozzi,MiguelAElias
2006,franpetrozzi,luchogalarreta
2007,franpetrozzi,JCGonzalesA
2008,franpetrozzi,IsraelLazoJ
2009,franpetrozzi,UrsulaLetonaP
2010,franpetrozzi,mlizana73
2011,franpetrozzi,lucholopezv
2012,franpetrozzi,mariomantilla7
2013,franpetrozzi,guimartorell
2014,franpetrozzi,MaryMelgarejoP
2015,franpetrozzi,miyashiromarco
2016,franpetrozzi,Monterola11
2017,franpetrozzi,KonDalmiro
2018,franpetrozzi,YeseniaPonceV
2019,franpetrozzi,osiasrg
2020,franpetrozzi,RoloReategui
2021,franpetrozzi,dsalaverryv
2022,franpetrozzi,_OctavioSalazar
2023,franpetrozzi,LuzSalgado_R
2024,franpetrozzi,FSarmiento3
2025,franpetrozzi,KarlaSchaefer
2026,franpetrozzi,milytakayama
2027,franpetrozzi,stapiab
2028,franpetrozzi,carlitosticlla
2029,franpetrozzi,MIKI_Torres_
2030,franpetrozzi,TubinoCarlos
2031,franpetrozzi,RoyVenturaA
2032,franpetrozzi,Yuyescongreso
2033,franpetrozzi,MecheAF
2034,franpetrozzi,CFloresV2
2035,franpetrozzi,moisesguiap
2036,franpetrozzi,SalvadorHeresi
2037,franpetrozzi,JuanSheput
2038,franpetrozzi,GloriaMonteneg
2039,franpetrozzi,CesarVPeru
2040,franpetrozzi,AlbertoBelaunde
2041,franpetrozzi,soniechevarria
2042,franpetrozzi,MherreraMarita
2043,franpetrozzi,PalomaNoceda
2044,franpetrozzi,josemarvinpalma
2045,franpetrozzi,TaniaPariona
2046,franpetrozzi,ManuelDammert
2047,franpetrozzi,HumbertoTYL
2048,franpetrozzi,rogelio_tucto
2049,YeseniaPonceV,Wilmer_AguilarM
2050,YeseniaPonceV,VictorAlbrecht_
2051,YeseniaPonceV,BettyAnanculi
2052,YeseniaPonceV,GladysAndradeSA
2053,YeseniaPonceV,rosamariabartra
2054,YeseniaPonceV,hectorbecerrilr
2055,YeseniaPonceV,KarinaBeteta01
2056,YeseniaPonceV,CCamposRamirez
2057,YeseniaPonceV,MiguelCastroGra
2058,YeseniaPonceV,NellyCuadrosC
2059,YeseniaPonceV,JuanCarlosDelAg
2060,YeseniaPonceV,KalinDominguez
2061,YeseniaPonceV,MiguelAElias
2062,YeseniaPonceV,JCGonzalesA
2063,YeseniaPonceV,IsraelLazoJ
2064,YeseniaPonceV,UrsulaLetonaP
2065,YeseniaPonceV,mlizana73
2066,YeseniaPonceV,lucholopezv
2067,YeseniaPonceV,mariomantilla7
2068,YeseniaPonceV,guimartorell
2069,YeseniaPonceV,miyashiromarco
2070,YeseniaPonceV,Monterola11
2071,YeseniaPonceV,angelneyra2016
2072,YeseniaPonceV,KonDalmiro
2073,YeseniaPonceV,fedepariona
2074,YeseniaPonceV,franpetrozzi
2075,YeseniaPonceV,osiasrg
2076,YeseniaPonceV,MCRamosRosales
2077,YeseniaPonceV,RoloReategui
2078,YeseniaPonceV,dsalaverryv
2079,YeseniaPonceV,LuzSalgado_R
2080,YeseniaPonceV,FSarmiento3
2081,YeseniaPonceV,milytakayama
2082,YeseniaPonceV,stapiab
2083,YeseniaPonceV,MIKI_Torres_
2084,YeseniaPonceV,gtrujillo10
2085,YeseniaPonceV,GliderUshnahua
2086,YeseniaPonceV,RoyVenturaA
2087,YeseniaPonceV,PanchoVillaFP
2088,YeseniaPonceV,Yuyescongreso
2089,YeseniaPonceV,YeniVilcatoma2
2090,YeseniaPonceV,MecheAF
2091,YeseniaPonceV,ElTioSergioDav
2092,YeseniaPonceV,moisesguiap
2093,YeseniaPonceV,GuidoLombardiE
2094,YeseniaPonceV,JMelendezCelis
2095,YeseniaPonceV,aolivac
2096,YeseniaPonceV,gilbertvioleta
2097,YeseniaPonceV,JorgeDCG
2098,YeseniaPonceV,LUCIANA_LEON_R
2099,YeseniaPonceV,Mauriciomulder
2100,YeseniaPonceV,JVelasquezQ
2101,YeseniaPonceV,VictorAndresGB
2102,YeseniaPonceV,yonhy_lescano
2103,YeseniaPonceV,MiguelRoman_V
2104,YeseniaPonceV,Armandovmap
2105,YeseniaPonceV,eddelaguila
2106,YeseniaPonceV,BustosEstelita
2107,YeseniaPonceV,soniechevarria
2108,YeseniaPonceV,GalvanClayton
2109,YeseniaPonceV,MaritzaGarciaJ
2110,YeseniaPonceV,MherreraMarita
2111,YeseniaPonceV,PalomaNoceda
2112,YeseniaPonceV,josemarvinpalma
2113,YeseniaPonceV,LizbethRoblesU
2114,YeseniaPonceV,TaniaPariona
2115,YeseniaPonceV,HoracioZeballo
2116,YeseniaPonceV,RichardArcePeru
2117,YeseniaPonceV,HumbertoTYL
2118,YeseniaPonceV,rogelio_tucto
2119,osiasrg,Wilmer_AguilarM
2120,osiasrg,VictorAlbrecht_
2121,osiasrg,AlcortaLourdes
2122,osiasrg,BettyAnanculi
2123,osiasrg,GladysAndradeSA
2124,osiasrg,AleAramayoGaona
2125,osiasrg,Arimborgotammy
2126,osiasrg,rosamariabartra
2127,osiasrg,hectorbecerrilr
2128,osiasrg,KarinaBeteta01
2129,osiasrg,MiguelCastroGra
2130,osiasrg,chechechacon
2131,osiasrg,LeylaChihuan
2132,osiasrg,NellyCuadrosC
2133,osiasrg,JuanCarlosDelAg
2134,osiasrg,KalinDominguez
2135,osiasrg,MiguelAElias
2136,osiasrg,CR_MFigueroaM
2137,osiasrg,luchogalarreta
2138,osiasrg,JCGonzalesA
2139,osiasrg,IsraelLazoJ
2140,osiasrg,UrsulaLetonaP
2141,osiasrg,mlizana73
2142,osiasrg,lucholopezv
2143,osiasrg,mariomantilla7
2144,osiasrg,guimartorell
2145,osiasrg,ElardMelgarV
2146,osiasrg,MaryMelgarejoP
2147,osiasrg,miyashiromarco
2148,osiasrg,Monterola11
2149,osiasrg,angelneyra2016
2150,osiasrg,KonDalmiro
2151,osiasrg,fedepariona
2152,osiasrg,franpetrozzi
2153,osiasrg,YeseniaPonceV
2154,osiasrg,MCRamosRosales
2155,osiasrg,RoloReategui
2156,osiasrg,EstherSVoficial
2157,osiasrg,dsalaverryv
2158,osiasrg,msalazarcongres
2159,osiasrg,_OctavioSalazar
2160,osiasrg,LuzSalgado_R
2161,osiasrg,FSarmiento3
2162,osiasrg,KarlaSchaefer
2163,osiasrg,milytakayama
2164,osiasrg,stapiab
2165,osiasrg,carlitosticlla
2166,osiasrg,MIKI_Torres_
2167,osiasrg,gtrujillo10
2168,osiasrg,TubinoCarlos
2169,osiasrg,GliderUshnahua
2170,osiasrg,RoyVenturaA
2171,osiasrg,PanchoVillaFP
2172,osiasrg,Yuyescongreso
2173,osiasrg,YeniVilcatoma2
2174,osiasrg,MecheAF
2175,osiasrg,Carlos_Bruce
2176,osiasrg,PatyDonayre
2177,osiasrg,CFloresV2
2178,osiasrg,moisesguiap
2179,osiasrg,SalvadorHeresi
2180,osiasrg,GuidoLombardiE
2181,osiasrg,JuanSheput
2182,osiasrg,gilbertvioleta
2183,osiasrg,JorgeDCG
2184,osiasrg,LUCIANA_LEON_R
2185,osiasrg,Mauriciomulder
2186,osiasrg,JVelasquezQ
2187,osiasrg,RichardAcunaN
2188,osiasrg,MarisolEspinoz_
2189,osiasrg,GloriaMonteneg
2190,osiasrg,ricarnarvaez
2191,osiasrg,CesarVPeru
2192,osiasrg,juliorosas1
2193,osiasrg,VictorAndresGB
2194,osiasrg,yonhy_lescano
2195,osiasrg,lucioavilapuno
2196,osiasrg,BustosEstelita
2197,osiasrg,CostaGino
2198,osiasrg,AlbertoBelaunde
2199,osiasrg,soniechevarria
2200,osiasrg,MaritzaGarciaJ
2201,osiasrg,MherreraMarita
2202,osiasrg,PalomaNoceda
2203,osiasrg,Pedro_Olaechea
2204,osiasrg,josemarvinpalma
2205,osiasrg,LizbethRoblesU
2206,osiasrg,RobertoVieiraP
2207,osiasrg,aquintanillach_
2208,osiasrg,oraciopacori
2209,osiasrg,vozdelatierra
2210,osiasrg,HumbertoTYL
2211,RoloReategui,VictorAlbrecht_
2212,RoloReategui,AlcortaLourdes
2213,RoloReategui,BettyAnanculi
2214,RoloReategui,GladysAndradeSA
2215,RoloReategui,AleAramayoGaona
2216,RoloReategui,Arimborgotammy
2217,RoloReategui,rosamariabartra
2218,RoloReategui,hectorbecerrilr
2219,RoloReategui,KarinaBeteta01
2220,RoloReategui,MiguelCastroGra
2221,RoloReategui,chechechacon
2222,RoloReategui,LeylaChihuan
2223,RoloReategui,NellyCuadrosC
2224,RoloReategui,JuanCarlosDelAg
2225,RoloReategui,KalinDominguez
2226,RoloReategui,MiguelAElias
2227,RoloReategui,CR_MFigueroaM
2228,RoloReategui,luchogalarreta
2229,RoloReategui,JCGonzalesA
2230,RoloReategui,IsraelLazoJ
2231,RoloReategui,UrsulaLetonaP
2232,RoloReategui,mlizana73
2233,RoloReategui,lucholopezv
2234,RoloReategui,guimartorell
2235,RoloReategui,ElardMelgarV
2236,RoloReategui,MaryMelgarejoP
2237,RoloReategui,miyashiromarco
2238,RoloReategui,Monterola11
2239,RoloReategui,angelneyra2016
2240,RoloReategui,KonDalmiro
2241,RoloReategui,fedepariona
2242,RoloReategui,franpetrozzi
2243,RoloReategui,YeseniaPonceV
2244,RoloReategui,osiasrg
2245,RoloReategui,EstherSVoficial
2246,RoloReategui,dsalaverryv
2247,RoloReategui,msalazarcongres
2248,RoloReategui,_OctavioSalazar
2249,RoloReategui,LuzSalgado_R
2250,RoloReategui,FSarmiento3
2251,RoloReategui,KarlaSchaefer
2252,RoloReategui,milytakayama
2253,RoloReategui,stapiab
2254,RoloReategui,carlitosticlla
2255,RoloReategui,MIKI_Torres_
2256,RoloReategui,gtrujillo10
2257,RoloReategui,TubinoCarlos
2258,RoloReategui,GliderUshnahua
2259,RoloReategui,RoyVenturaA
2260,RoloReategui,PanchoVillaFP
2261,RoloReategui,Yuyescongreso
2262,RoloReategui,YeniVilcatoma2
2263,RoloReategui,MecheAF
2264,RoloReategui,Carlos_Bruce
2265,RoloReategui,PatyDonayre
2266,RoloReategui,CFloresV2
2267,RoloReategui,moisesguiap
2268,RoloReategui,SalvadorHeresi
2269,RoloReategui,GuidoLombardiE
2270,RoloReategui,aolivac
2271,RoloReategui,JanetSanchezAl
2272,RoloReategui,JuanSheput
2273,RoloReategui,gilbertvioleta
2274,RoloReategui,JorgeDCG
2275,RoloReategui,LUCIANA_LEON_R
2276,RoloReategui,Mauriciomulder
2277,RoloReategui,JVelasquezQ
2278,RoloReategui,RichardAcunaN
2279,RoloReategui,MarisolEspinoz_
2280,RoloReategui,GloriaMonteneg
2281,RoloReategui,CesarVPeru
2282,RoloReategui,VictorAndresGB
2283,RoloReategui,MiguelRoman_V
2284,RoloReategui,eddelaguila
2285,RoloReategui,lucioavilapuno
2286,RoloReategui,BustosEstelita
2287,RoloReategui,CostaGino
2288,RoloReategui,AlbertoBelaunde
2289,RoloReategui,soniechevarria
2290,RoloReategui,MherreraMarita
2291,RoloReategui,PalomaNoceda
2292,RoloReategui,Pedro_Olaechea
2293,RoloReategui,josemarvinpalma
2294,RoloReategui,LizbethRoblesU
2295,RoloReategui,juliorosas1
2296,RoloReategui,RobertoVieiraP
2297,RoloReategui,TaniaPariona
2298,RoloReategui,aquintanillach_
2299,RoloReategui,HoracioZeballo
2300,RoloReategui,oraciopacori
2301,RoloReategui,IndiraHuilca
2302,RoloReategui,MarisaGlave
2303,RoloReategui,ManuelDammert
2304,RoloReategui,RichardArcePeru
2305,RoloReategui,MARIOCANZIO2
2306,RoloReategui,vozdelatierra
2307,RoloReategui,HCevallosFlores
2308,RoloReategui,mforondafarro
2309,RoloReategui,HumbertoTYL
2310,RoloReategui,rogelio_tucto
